LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,compound_name,smiles,molecule_chembl_id,CAS_number,mw,alogp,prodrug,livertox_score,DILI_label,DILI_label_binary,livertox_mechanism_summary,v2_class,primary_label,name_norm,structure_source,resolved_smiles,pubchem_cid,pubchem_inchikey,parse_ok,standardized_smiles,inchikey,scaffold_smiles,fragment_count,largest_fragment_fraction,formal_charge,mol_wt,heavy_atoms,carbon_atoms,metal_atoms,tpsa,clogp,hbd,hba,rot_bonds,ring_count,fraction_csp3,eligible,exclusion_reasons,v1_label_raw,v1_class,dilimap_validation,dilimap_total_cmax_uM,structure_source_round03,structure_source_round03b
LT02171,Simethicone-cellulose,0,No match,vNo-DILI-concern,Unchanged,Simethicone,,CHEMBL4297192,,,,0.0,,No DILI,No DILI,,no,0.0,simethicone cellulose,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT00142,Simvastatin,3,Warnings & precautions,vLess-DILI-concern,Unchanged,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CHEMBL1064,79902-63-9,418.57,4.59,1.0,A,DILI (likely),DILI,"Hepatitis, CYP, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",less,,simvastatin,DILImap_metadata,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,,True,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,1.0,1.0,0.0,418.57400000000024,30.0,25.0,0.0,72.83,4.585600000000005,1.0,5.0,6.0,3.0,0.76,True,,Less-DILI-Concern,less,False,0.023890867,,
LT00350,Sincalide,0,No match,vNo-DILI-concern,Unchanged,Sincalide,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL1121,,1143.29,,0.0,,No DILI,No DILI,,no,0.0,sincalide,DILImap_metadata,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,,True,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IZTQOLKUZKXIRV-YRVFCXMDSA-N,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCCc1ccccc1,1.0,1.0,0.0,1143.29,78.0,49.0,0.0,426.7999999999999,-1.3294000000000055,13.0,16.0,33.0,4.0,0.3877551020408163,False,mw_above_1000,No-DILI-Concern,no,False,,,
LT03761,Siponimod,3,Warnings & precautions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,siponimod,,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O,44599207.0,KIHYPELVXPAIDH-HNSNBQBZSA-N,True,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,KIHYPELVXPAIDH-HNSNBQBZSA-N,C(=NOCc1ccc(C2CCCCC2)cc1)c1ccc(CN2CCC2)cc1,1.0,1.0,0.0,516.6040000000004,37.0,29.0,0.0,62.129999999999995,6.772700000000007,1.0,4.0,9.0,4.0,0.5172413793103449,True,,,other,False,,,PubChem_name_property
LT00443,Sirolimus,8,Adverse reactions,vLess-DILI-concern,Unchanged,Sirolimus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL413,53123-88-9,914.19,6.18,0.0,C,DILI (few cases),,"Hepatitis, CYP, Cholestasis/Biliary, Immune-mediated, Hypersensitivity",less,,sirolimus,DILImap_metadata,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,True,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,1.0,1.0,0.0,914.187,65.0,51.0,0.0,195.42999999999995,6.180600000000006,3.0,13.0,6.0,4.0,0.7450980392156863,True,,Less-DILI-Concern,less,False,,,
LT01251,Sitagliptin phosphate,4,Adverse reactions,vLess-DILI-concern,Unchanged,Sitagliptin,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422,654671-77-9,407.32,2.02,0.0,D,DILI (few cases),,"Hepatitis, CYP, Immune-mediated, Hypersensitivity",less,,sitagliptin phosphate,DILImap_metadata,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,,True,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,MFFMDFFZMYYVKS-SECBINFHSA-N,O=C(CCCc1ccccc1)N1CCn2cnnc2C1,1.0,1.0,0.0,407.31800000000015,28.0,16.0,0.0,77.04,2.0164999999999997,1.0,4.0,4.0,3.0,0.4375,True,,Less-DILI-Concern,less,False,,,
LT02449,Sitaxsentan,8,Withdrawn,vMost-DILI-concern,Unchanged,Sitaxsentan,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,CHEMBL282724,,454.91,3.96,0.0,,DILI (withdrawn),DILI,idiosyncratic (manual annotation),most,1.0,sitaxsentan,DILImap_metadata,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,,,True,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,PHWXUGHIIBDVKD-UHFFFAOYSA-N,O=C(Cc1ccc2c(c1)OCO2)c1sccc1S(=O)(=O)Nc1ccno1,1.0,1.0,0.0,454.91300000000024,29.0,18.0,0.0,107.73,3.9612400000000028,1.0,8.0,6.0,4.0,0.2222222222222222,True,,Most-DILI-Concern,most,False,28.5888546933391,,
LT02337,Sodium bicarbonate,0,No match,vNo-DILI-concern,Unchanged,Sodium bicarbonate,O=C([O-])O.[Na+],CHEMBL1353,,84.01,,0.0,,No DILI,No DILI,,no,0.0,sodium bicarbonate,DILImap_metadata,O=C([O-])O.[Na+],,,True,O=C(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,,2.0,0.8,0.0,62.02400000000001,4.0,1.0,0.0,57.53,0.2224,2.0,1.0,0.0,0.0,0.0,True,,No-DILI-Concern,no,False,,,
LT03914,Sodium fluoride f-18,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,sodium fluoride f 18,,[18F-].[Na+],23690531.0,PUZPDOWCWNUUKD-ULWFUOSBSA-M,True,[Na+],FKNQFGJONOIPTF-UHFFFAOYSA-N,,2.0,0.5,1.0,22.99,1.0,0.0,1.0,0.0,-2.996,0.0,0.0,0.0,0.0,0.0,False,no_carbon;metal_containing;mw_below_40,,other,False,,,PubChem_name_property
LT00330,Sodium lactate,0,No match,vNo-DILI-concern,Unchanged,Sodium lactate,CC(O)C(=O)[O-].[Na+],CHEMBL1357,,112.06,,0.0,,No DILI,No DILI,,no,0.0,sodium lactate,DILImap_metadata,CC(O)C(=O)[O-].[Na+],,,True,CC(O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,,2.0,0.8571428571428571,0.0,90.07799999999999,6.0,3.0,0.0,57.53,-0.5482,2.0,2.0,1.0,0.0,0.6666666666666666,True,,No-DILI-Concern,no,False,,,
LT00880,Sodium nitroprusside,0,No match,vNo-DILI-concern,Unchanged,Nitroprusside,,CHEMBL2097081,,215.94,,0.0,E,No DILI,No DILI,,no,0.0,sodium nitroprusside,,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],11953895.0,XRKMNJXYOFSTBE-UHFFFAOYSA-N,True,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,,11.0,0.058823529411764705,0.0,18.015,1.0,0.0,0.0,31.5,-0.8247,0.0,0.0,0.0,0.0,0.0,False,no_carbon;mw_below_40,No-DILI-Concern,no,False,,,PubChem_name_property
LT00480,Sodium oxybate,0,No match,vNo-DILI-concern,Unchanged,Gamma hydroxybutyric acid,,,202402-01-5,,,,,No DILI,No DILI,,no,0.0,sodium oxybate,,COCCCC(=O)NCC1=CC=C(C=C1)C(F)(F)F,10221200.0,QLZOWJNFLXSDSH-UHFFFAOYSA-N,True,COCCCC(=O)NCc1ccc(C(F)(F)F)cc1,QLZOWJNFLXSDSH-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,275.27,19.0,13.0,0.0,38.33,2.7482000000000006,1.0,2.0,6.0,1.0,0.46153846153846156,True,,No-DILI-Concern,no,False,,,PubChem_name_property
LT02343,Sodium phenylbutyrate,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,4-phenylbutyric acid,,,1821-12-1,,,,,,,,ambiguous,,sodium phenylbutyrate,,C1=CC=C(C=C1)CCCC(=O)O,4775.0,OBKXEAXTFZPCHS-UHFFFAOYSA-N,True,O=C(O)CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,164.20399999999998,12.0,10.0,0.0,37.3,2.0939,1.0,1.0,4.0,1.0,0.3,True,,Ambiguous DILI-concern,ambiguous,False,,,PubChem_name_property
LT00801,Sodium polystyrene sulfonate,0,No match,vNo-DILI-concern,Unchanged,Sodium polystyrene sulfonate,,CHEMBL1201484,,,,0.0,,No DILI,No DILI,,no,0.0,sodium polystyrene sulfonate,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT00439,Sodium thiosulfate,0,No match,vNo-DILI-concern,Unchanged,Sodium thiosulfate,,,,,,,,No DILI,No DILI,,no,0.0,sodium thiosulfate,,[O-]S(=O)(=S)[O-].[Na+].[Na+],24477.0,AKHNMLFCWUSKQB-UHFFFAOYSA-L,True,O=S(O)(O)=S,DHCDFWKWKRSZHF-UHFFFAOYSA-N,,3.0,0.7142857142857143,0.0,114.14699999999998,5.0,0.0,0.0,57.53,-0.3213,2.0,2.0,0.0,0.0,0.0,False,no_carbon,No-DILI-Concern,no,False,,,PubChem_name_property
LT03762,Sodium zirconium cyclosilicate,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,sodium zirconium cyclosilicate,,[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4],155804812.0,QMLIRKACNOVYNW-UHFFFAOYSA-N,True,O[Si]1(O)O[Si](O)(O)O[Si](O)(O)O1,WWKQZIMLZGFMEC-UHFFFAOYSA-N,O1[SiH2]O[SiH2]O[SiH2]1,4.0,0.8,0.0,234.297,12.0,0.0,0.0,149.07,-4.689599999999999,6.0,9.0,0.0,1.0,0.0,False,no_carbon,,other,False,,,PubChem_name_property
LT02901,Sofosbuvir,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,sofosbuvir,,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,45375808.0,TTZHDVOVKQGIBA-IQWMDFIBSA-N,True,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,TTZHDVOVKQGIBA-IQWMDFIBSA-N,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1,1.0,1.0,0.0,529.4580000000002,36.0,22.0,0.0,158.17999999999995,1.6564999999999994,3.0,9.0,10.0,3.0,0.5,True,,,other,False,,,PubChem_name_property
LT01191,Solifenacin succinate,3,Adverse reactions,vLess-DILI-concern,Revised,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,CHEMBL1734,242478-37-1,362.47,3.86,0.0,E,No DILI,No DILI,,less,,solifenacin succinate,DILImap_metadata,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,,,True,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-VXKWHMMOSA-N,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,1.0,1.0,0.0,362.47300000000007,27.0,23.0,0.0,32.78,3.864900000000003,0.0,3.0,2.0,6.0,0.43478260869565216,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT03763,Solriamfetol hydrochloride,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,solriamfetol hydrochloride,,C1=CC=C(C=C1)C[C@H](COC(=O)N)N.Cl,67583702.0,KAOVAAHCFNYXNJ-SBSPUUFOSA-N,True,NC(=O)OC[C@H](N)Cc1ccccc1,UCTRAOBQFUDCSR-SECBINFHSA-N,c1ccccc1,2.0,0.9333333333333333,0.0,194.23399999999995,14.0,10.0,0.0,78.34,0.6517000000000002,2.0,3.0,4.0,1.0,0.3,True,,,other,False,,,PubChem_name_property
LT00888,Somatropin,0,No match,vNo-DILI-concern,Unchanged,Somatropin recombinant,,CHEMBL1201621,,,,0.0,,No DILI,No DILI,,no,0.0,somatropin,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT03764,Sonidegib phosphate,3,Adverse reactions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,sonidegib phosphate,,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F.OP(=O)(O)O.OP(=O)(O)O,45138699.0,RWIVSVMMGFFZIJ-VWDRLOGHSA-N,True,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,VZZJRYRQSPEMTK-CALCHBBNSA-N,O=C(Nc1ccc(N2CCOCC2)nc1)c1cccc(-c2ccccc2)c1,3.0,0.7777777777777778,0.0,485.50600000000014,35.0,26.0,0.0,63.69,5.821520000000004,1.0,5.0,5.0,4.0,0.3076923076923077,True,,,other,False,,,PubChem_name_property
LT01241,Sorafenib tosylate,8,Warnings & precautions,vMost-DILI-concern,Unchanged,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,475207-59-1,464.83,5.55,0.0,B,DILI (likely),DILI,"CYP, Cirrhosis, Immune-mediated, Hypersensitivity",most,1.0,sorafenib tosylate,DILImap_metadata,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,,True,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,MLDQJTXFUGDVEO-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,1.0,1.0,0.0,464.83100000000013,32.0,21.0,0.0,92.35000000000001,5.549700000000003,3.0,4.0,5.0,3.0,0.09523809523809523,True,,Most-DILI-Concern,most,False,,,
LT02010,Sorbitol,0,No match,vNo-DILI-concern,Unchanged,Sorbitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,CHEMBL1682,50-70-4,182.17,-3.59,0.0,,No DILI,No DILI,,no,0.0,sorbitol,DILImap_metadata,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,,,True,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,FBPFZTCFMRRESA-JGWLITMVSA-N,,1.0,1.0,0.0,182.172,12.0,6.0,0.0,121.38000000000001,-3.5854000000000004,6.0,6.0,5.0,0.0,1.0,True,,No-DILI-Concern,no,False,,,
LT00627,Sotalol hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL471,959-24-0,272.37,1.09,0.0,E,No DILI,No DILI,,ambiguous,,sotalol hydrochloride,DILImap_metadata,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,,,True,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,272.37,18.0,12.0,0.0,78.43,1.0895000000000001,3.0,4.0,6.0,1.0,0.5,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT03765,Sotorasib,3,Warnings & precautions,Ambiguous-DILI-concern,New,,,,,,,,,,,,ambiguous,,sotorasib,,C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,137278711.0,NXQKSXLFSAEQCZ-SFHVURJKSA-N,True,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,NXQKSXLFSAEQCZ-SFHVURJKSA-N,O=c1nc(N2CCNCC2)c2ccc(-c3ccccc3)nc2n1-c1cccnc1,1.0,1.0,0.0,560.6050000000002,41.0,30.0,0.0,104.44999999999999,4.4814200000000035,1.0,7.0,5.0,5.0,0.3,True,,,other,False,,,PubChem_name_property
LT01757,Spectinomycin hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Spectinomycin,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,CHEMBL1167,21736-83-4,332.35,-2.93,0.0,,,,,ambiguous,,spectinomycin hydrochloride,DILImap_metadata,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,,,True,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,UNFWWIHTNXNPBV-WXKVUWSESA-N,O=C1CCOC2OC3CCCCC3OC12,1.0,1.0,0.0,332.353,23.0,14.0,0.0,129.51,-2.9255999999999953,5.0,9.0,2.0,3.0,0.9285714285714286,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00143,Spironolactone,2,Adverse reactions,vLess-DILI-concern,Unchanged,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,CHEMBL1393,52-01-7,416.58,4.85,0.0,D,DILI (few cases),,"Cirrhosis, Immune-mediated, Hypersensitivity",less,,spironolactone,DILImap_metadata,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,,,True,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,LXMSZDCAJNLERA-ZHYRCANASA-N,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,1.0,1.0,0.0,416.58300000000025,29.0,24.0,0.0,60.44,4.852300000000005,0.0,5.0,1.0,5.0,0.7916666666666666,True,,Less-DILI-Concern,less,False,,,
LT00144,Stavudine,8,Box warning,vMost-DILI-concern,Unchanged,Stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL991,3056-17-5,224.22,-0.71,1.0,A,DILI (known),DILI,"Hepatitis, Mitochondrial dysfunction, Cholestasis/Biliary, Steatosis, Fibrosis, Cirrhosis, Lactic acidosis",most,1.0,stavudine,DILImap_metadata,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,,,True,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N,O=c1ccn(C2C=CCO2)c(=O)[nH]1,1.0,1.0,0.0,224.21599999999998,16.0,10.0,0.0,84.32,-0.7090799999999999,2.0,4.0,2.0,2.0,0.4,True,,Most-DILI-Concern,most,False,3.462912515,,
LT01294,Sterile water,0,No match,vNo-DILI-concern,Unchanged,Sterile water,O,CHEMBL1098659,,18.02,-0.82,0.0,,No DILI,No DILI,,no,0.0,sterile water,DILImap_metadata,O,,,True,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,,1.0,1.0,0.0,18.015,1.0,0.0,0.0,31.5,-0.8247,0.0,0.0,0.0,0.0,0.0,False,no_carbon;mw_below_40,No-DILI-Concern,no,False,,,
LT02728,Stiripentol,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,stiripentol,,CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O,5311454.0,IBLNKMRFIPWSOY-FNORWQNLSA-N,True,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,IBLNKMRFIPWSOY-FNORWQNLSA-N,c1ccc2c(c1)OCO2,1.0,1.0,0.0,234.29499999999996,17.0,14.0,0.0,38.69,2.835500000000002,1.0,3.0,2.0,2.0,0.42857142857142855,True,,,other,False,,,PubChem_name_property
LT00145,Streptomycin sulfate,0,No match,vNo-DILI-concern,Unchanged,Streptomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,CHEMBL372795,3810-74-0,581.58,-8.16,0.0,E*,No DILI,No DILI,,no,0.0,streptomycin sulfate,DILImap_metadata,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,,,True,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,C1CCC(OC2OCCC2OC2CCCCO2)CC1,1.0,1.0,0.0,581.5800000000005,40.0,21.0,0.0,336.43000000000006,-8.161100000000008,12.0,15.0,9.0,3.0,0.8571428571428571,True,,No-DILI-Concern,no,False,,,
LT00628,Streptozocin,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Streptozocin,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1651906,18883-66-4,265.22,-2.89,0.0,D,DILI (few cases),,Hepatitis,ambiguous,,streptozocin,DILImap_metadata,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,,,True,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,ZSJLQEPLLKMAKR-YDEIVXIUSA-N,C1CCOCC1,1.0,1.0,0.0,265.222,18.0,8.0,0.0,151.92,-2.8909,5.0,8.0,3.0,1.0,0.875,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01766,Succimer,2,Warnings & precautions,vLess-DILI-concern,Unchanged,Succimer,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,CHEMBL1201073,304-55-2,182.22,-0.25,0.0,E,No DILI (unlikely),,,less,,succimer,DILImap_metadata,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,,,True,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,ACTRVOBWPAIOHC-XIXRPRMCSA-N,,1.0,1.0,0.0,182.222,10.0,4.0,0.0,74.6,-0.2476000000000001,4.0,4.0,3.0,0.0,0.5,True,,Less-DILI-Concern,less,False,,,
LT00749,Succinylcholine chloride,0,No match,vNo-DILI-concern,Unchanged,Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,CHEMBL703,6101-15-1,290.4,0.27,0.0,,No DILI,No DILI,,no,0.0,succinylcholine chloride,DILImap_metadata,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,,True,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,AXOIZCJOOAYSMI-UHFFFAOYSA-N,,1.0,1.0,2.0,290.404,20.0,14.0,0.0,52.60000000000001,0.2654000000000025,0.0,4.0,9.0,0.0,0.8571428571428571,True,,No-DILI-Concern,no,False,,,
